TransactionAmount,CustomerAge,AccountBalance,TransactionPercentage,CustomerOccupation_encoded,Cluster,PC1,PC2,CustomerOccupation
830.01,66,4253.18,19.51504521322869,2,1,-1091.7145705615721,557.0782500704329,Retired
435.5,55,6981.03,6.238334457809234,2,1,1634.4132124151156,150.7414336439101,Retired
110.49,57,10483.93,1.0538986811243494,0,2,5135.881618639128,-189.1666236807169,Doctor
329.4,34,9588.07,3.4355193485237385,0,2,4240.941976244482,33.497069728182964,Doctor
635.4,47,1238.11,51.3201573365856,0,0,-4107.678097382421,376.29256178279877,Doctor
769.97,22,1244.93,61.848457342983146,3,0,-4100.333089342477,511.0551354692093,Student
175.07,26,1040.25,16.82960826724345,3,0,-4307.4771040620035,-84.03594589227916,Student
7.31,78,5757.67,0.12696107974232632,2,1,409.26411511712286,-272.20909956046324,Retired
175.15,27,1712.65,10.226841444545002,3,0,-3635.069903736671,-87.00891645037498,Student
32.54,25,1544.88,2.106312464398529,3,0,-3803.4385977797974,-229.08451919429288,Student
121.82,60,13293.83,0.9163649602860875,0,2,7945.799899027289,-189.7884169947584,Doctor
56.12,30,8839.67,0.6348653286830843,0,1,3491.3729654634,-236.56639649355108,Doctor
424.7,56,6239.89,6.806209724850919,2,1,893.2359197364049,143.11521576468493,Retired
35.16,32,8459.18,0.41564312380159774,1,1,3110.8001437642133,-255.9034333248012,Engineer
35.73,65,9073.17,0.3937984188547111,0,1,3724.828445159127,-257.9053012713238,Doctor
3.44,78,7561.33,0.04549464181565942,2,1,2212.8852438548693,-283.7480009818764,Retired
139.03,50,2276.57,6.106994294047624,1,0,-3071.2735503052777,-125.60475276891574,Engineer
254.92,28,2791.12,9.133251167989911,1,0,-2556.265142064593,-11.890970538680449,Engineer
115.11,28,9808.97,1.1735177087910351,1,2,4460.911494435927,-181.71019438063087,Engineer
171.11,57,6324.09,2.705685719210195,2,1,976.3508147337598,-110.83935211595758,Retired
168.54,70,13406.0,1.2571982694315977,0,2,8058.182437265007,-143.54419494516713,Doctor
420.76,51,6581.55,6.393022920132794,2,1,1234.869010817014,137.70621608503671,Retired
408.46,64,3140.79,13.005008294091613,2,0,-2205.898294703892,140.25128589610813,Retired
1162.42,30,10357.26,11.223238578542974,0,2,5013.694495567442,863.0994934296758,Doctor
342.17,21,461.83,74.09003312907348,3,0,-4885.2959561804155,87.13722319180386,Student
580.71,53,5670.0,10.241798941798942,1,1,324.0150541559078,301.5762909414266,Engineer
821.54,79,4040.32,20.3335379375891,2,0,-1304.5931709817296,549.5567727199843,Retired
22.81,62,3634.76,0.6275517503218919,2,0,-1713.5747173525056,-247.6948337154379,Retired
266.57,39,7180.48,3.712425910245555,1,1,1833.116528221367,-19.054770181672353,Engineer
374.61,75,1389.71,26.95598362248239,2,0,-3957.117545043043,114.28720462728626,Retired
339.35,78,5002.7,6.78333699802107,2,1,-344.27809735911796,63.088940712871135,Retired
810.36,20,9239.12,8.77096520014893,3,2,3894.041038192826,515.8664842628435,Student
9.83,24,666.42,1.4750457669337655,3,0,-4681.985667482131,-248.0694723427119,Student
135.57,51,11351.64,1.194276774104887,0,2,6003.680911672064,-167.78992208478212,Doctor
340.05,43,7234.15,4.700621358418059,1,1,1887.1060172142807,54.198169977327154,Engineer
283.45,27,2049.51,13.830135007879928,1,0,-3297.7540556015138,19.91701842863813,Engineer
100.99,68,8865.27,1.139164402212228,0,1,3517.214914808367,-191.7650021855472,Doctor
90.88,18,3908.47,2.3252065386199714,3,0,-1439.6358291608271,-180.8212886935081,Student
655.15,26,5587.44,11.72540555245336,1,1,241.73874014168814,376.3456047154823,Engineer
320.55,50,438.75,73.05982905982906,1,0,-4908.428413790136,65.62912971583,Engineer
41.51,28,609.6,6.8093832020997365,3,0,-4738.674269170797,-215.9994229117122,Student
71.53,68,2393.73,2.9882234002999506,2,0,-2954.3762676066426,-193.64339964873977,Retired
467.13,54,3914.84,11.932288420471846,2,0,-1431.615621763237,195.5604504811132,Retired
235.4,28,818.36,28.76484676670414,3,0,-4529.126555915274,-22.433947185565415,Student
159.32,18,304.44,52.332150834318746,3,0,-5043.4310226937805,-95.60933208659694,Student
50.83,30,9553.42,0.5320607698604268,0,2,4205.091517094353,-244.8915634840035,Doctor
56.89,59,3034.67,1.874668415346644,1,0,-2313.5166162185233,-211.0455278327648,Engineer
20.22,43,5515.32,0.36661517373425295,1,1,166.9266731454709,-258.30928959620604,Engineer
50.4,36,1677.01,3.00534880531422,0,0,-3671.220091226317,-211.7545999115465,Doctor
73.88,53,4055.55,1.82170112561798,2,0,-1292.5839088041143,-198.41209577105485,Retired
119.61,33,9899.94,1.2081891405402456,0,2,4551.906448323666,-177.59199561660574,Doctor
116.58,43,2620.74,4.44836191304746,1,0,-2727.2103438689965,-149.56538649033666,Engineer
1919.11,30,11090.24,17.30449476296275,0,2,5749.916999342861,1616.5143211868108,Doctor
391.96,64,2174.16,18.028112006476064,2,0,-3172.5980562128584,128.0169622730158,Retired
156.26,46,7854.1,1.989534128671649,1,1,2506.265090647892,-132.22187600982218,Engineer
427.0,49,8253.65,5.1734687077838295,1,1,2906.975351166867,136.7960063733331,Engineer
443.68,18,874.15,50.755591145684384,3,0,-4472.498036871147,186.15452825882352,Student
101.76,31,6043.25,1.6838621602614487,0,1,695.183609026717,-179.02567242632654,Doctor
67.57,37,2766.12,2.4427718247942964,1,0,-2582.04721588409,-199.23804714660002,Engineer
326.29,56,8171.26,3.99314181656195,1,1,2824.163554703293,36.45482103835906,Engineer
158.56,33,5401.21,2.9356384958185293,0,1,53.396587452493804,-119.48205241854339,Doctor
56.02,27,3548.02,1.5789087998376559,3,0,-1800.2183964969254,-214.14456544499475,Student
245.67,24,752.25,32.6580259222333,3,0,-4595.2048516960895,-11.777027167182155,Student
152.18,39,2459.84,6.186581241056329,1,0,-2887.963662393389,-113.25059851025179,Engineer
114.35,41,469.12,24.375426330150066,1,0,-4878.857804471851,-142.059389530531,Engineer
373.27,61,8441.61,4.421786839240381,0,1,3094.718717106981,82.28302381526248,Doctor
504.63,60,3806.16,13.258244529919919,1,0,-1540.127236440494,233.5520918597913,Engineer
126.22,46,6133.41,2.0579090587454614,1,1,785.4666734436678,-154.93091904845681,Engineer
820.15,47,8802.97,9.316741963223777,0,1,3457.973464376787,527.5547097019871,Doctor
986.81,68,14881.77,6.630998866398284,0,2,9537.450262523253,668.2417651563186,Doctor
8.37,63,1106.34,0.7565486197733066,2,0,-4242.0246463191,-251.37382732117385,Retired
197.49,53,5005.33,3.9455939967994116,2,1,-342.2868858179245,-78.83256593608462,Retired
637.97,58,7949.03,8.02575911777915,2,1,2603.274847587738,349.06180546755377,Retired
13.52,26,259.77,5.204604072833661,3,0,-5088.6199299268155,-242.53948046600686,Student
432.1,49,2114.3,20.437024074161663,1,0,-3232.308660031492,168.44682729722734,Engineer
375.17,51,5495.3,6.827106800356668,1,1,148.4350753951885,96.76762495763853,Engineer
642.68,50,8461.46,7.59537952079192,0,1,3115.7096347117777,351.56875522640826,Doctor
78.44,52,6870.84,1.1416362482607658,2,1,1522.6910016256297,-205.8446098470792,Retired
139.72,49,5058.83,2.76190344407699,1,1,-289.03932484507095,-136.84398898227724,Engineer
499.99,31,8885.0,5.6273494653911085,1,1,3538.6078851962766,207.06107040210816,Engineer
10.07,24,530.81,1.8971006574857296,3,0,-4817.593838937353,-247.2405443397999,Student
120.62,23,9379.53,1.2859919420269459,3,2,4031.4934142602788,-174.37949413132208,Student
578.49,59,6475.13,8.9340291237396,2,1,1129.1359125044792,295.9027807745539,Retired
119.3,34,319.04,37.393430290872615,1,0,-5028.951115909119,-136.09658946628693,Engineer
280.92,41,5298.85,5.301527689970465,0,1,-48.428779561890224,3.3379102114158172,Doctor
42.42,21,490.57,8.647084004321503,3,0,-4857.711896626715,-214.53774661244879,Student
77.03,67,11310.27,0.681062432638655,0,2,5962.080911136331,-226.1238919582128,Doctor
22.59,62,3988.75,0.5663428392353494,2,0,-1359.5899237141502,-249.42152811536207,Retired
568.76,51,7484.32,7.599354383564573,2,1,2138.2637633007434,281.8375248688201,Retired
25.94,58,4815.11,0.5387208184236706,2,1,-533.2308898698475,-249.59187798028415,Retired
105.94,51,5963.1,1.7765927118445102,1,1,615.0784337030636,-174.48011878082534,Engineer
733.29,52,10427.0,7.032607653208017,0,2,5081.619975495737,433.7674502212079,Doctor
183.67,19,910.26,20.17775141168457,3,0,-4437.4445954557095,-74.7964102739063,Student
278.27,29,6684.34,4.1630138502828995,0,1,1337.0193022324147,-5.24932164027976,Doctor
470.3,40,8524.09,5.517304486461311,0,1,3177.5864836632327,178.92623719931515,Doctor
261.69,53,5126.65,5.104502940516712,2,1,-220.69386534337445,-15.142808154729067,Retired
365.04,22,873.89,41.77184771538752,3,0,-4473.073168771352,107.28972667249764,Student
211.1,57,7059.77,2.9901823997099055,2,1,1712.1936189227235,-73.98657126383878,Retired
21.49,58,11991.24,0.17921415966989235,0,2,6642.7921441761055,-284.5597530229777,Doctor
63.58,18,8086.04,0.7862934143288928,3,1,2737.767872812863,-225.91546430862752,Student
321.86,63,12626.49,2.5490852960719885,0,2,7279.331638091365,13.05107859575611,Doctor
12.11,75,1730.28,0.6998867235360751,2,0,-3618.060410734596,-250.27550999367213,Retired
642.54,44,3143.17,20.4424195955039,1,0,-2202.5501263002925,374.41253720045995,Engineer
210.45,27,1242.49,16.93776207454386,3,0,-4105.085898141915,-49.52721575710311,Student
313.65,55,1886.36,16.627260968213914,2,0,-3460.7411606947962,50.91339615754208,Retired
99.76,26,416.89,23.929573748470823,3,0,-4931.169190310363,-156.45186102593124,Student
115.32,53,5929.08,1.9449897791900261,2,1,581.1013915886178,-164.95228188100194,Retired
33.61,23,479.08,7.0155297653836515,3,0,-4869.233712901819,-223.34085373180787,Student
498.59,33,5862.99,8.504022691493589,0,1,516.6260550109128,218.59721810448883,Doctor
98.81,27,797.1,12.396186174883955,3,0,-4550.942450666059,-159.35807148282893,Student
1.87,65,7287.94,0.025658828146225138,2,1,1939.4748777475788,-284.1711054417282,Retired
78.92,59,5624.86,1.4030571427555532,1,1,276.7373201888531,-200.05149388035494,Engineer
194.29,39,2988.41,6.501450604167433,1,0,-2359.2192102583763,-73.3973442927705,Engineer
28.73,53,2712.96,1.0589909176692618,1,0,-2635.3502547580806,-237.8564835314274,Engineer
105.53,24,1433.66,7.360880543504038,3,0,-3914.3546931261926,-155.50002715794315,Student
737.34,30,7336.56,10.050214269357847,0,1,1991.2005890163846,451.0176105463918,Doctor
237.86,18,475.63,50.009461135756794,3,0,-4871.899440080049,-17.901070014145915,Student
409.61,65,11698.15,3.501493825946838,0,2,6351.382311457651,104.73917371306243,Doctor
75.53,21,1034.35,7.302170445207136,3,0,-4313.792970696495,-183.794254072083,Student
72.75,64,12042.79,0.6040958947220701,0,2,6694.569604876538,-233.52213124743156,Doctor
39.11,26,518.54,7.542330389169592,3,0,-4829.747653753705,-217.99190340735464,Student
729.38,68,9127.65,7.990884838923491,0,2,3782.288142908047,435.4308422813367,Doctor
137.49,34,4471.05,3.0751165833529037,1,1,-876.8419616605106,-136.58270692558835,Engineer
504.71,29,6214.54,8.12143778944218,1,1,868.1934736667217,223.20379489231033,Engineer
371.47,24,1187.04,31.29380644291684,3,0,-4159.874669478101,112.0777468425232,Student
230.32,35,791.46,29.10064943269401,1,0,-4556.039290028784,-27.379061758568355,Engineer
121.71,52,5878.89,2.0702887790041995,2,1,530.938007218153,-158.34924830124007,Retired
98.87,20,533.2,18.542760690172543,3,0,-4814.8610059145485,-158.0025646497955,Student
117.55,24,897.94,13.091075127514088,3,0,-4450.028244174612,-141.0382007865233,Student
244.64,30,9159.56,2.6708706531754802,0,2,3812.0679996803183,-49.43057681056791,Doctor
321.93,45,4392.73,7.32869992009525,1,1,-954.3598520891555,48.246702635807424,Engineer
1092.73,58,1390.98,78.55828264964269,2,0,-3952.8802964260967,833.5872196565884,Retired
283.23,40,2008.77,14.099672934183605,1,0,-3338.478044300845,19.893832789520957,Engineer
346.65,30,6356.96,5.453078200901059,1,1,1009.9367544998377,64.53130850876357,Engineer
381.62,64,6009.12,6.35068029927843,2,1,662.2943640409576,101.03170050933636,Retired
388.65,76,7896.85,4.921582656375643,2,1,2550.0500188092246,100.00494438706278,Retired
29.22,24,1649.43,1.771521070915407,3,0,-3698.9048214255704,-232.85862861711914,Student
46.75,67,2840.43,1.6458775607918519,2,0,-2507.7871915273327,-220.35236336095832,Retired
348.64,57,3274.96,10.645626206121602,2,0,-2071.992228084681,79.8094594545995,Retired
319.17,73,6501.56,4.909129501227397,2,1,1154.473667165309,36.48415824845506,Retired
73.95,26,363.92,20.320400087931414,3,0,-4984.242293258739,-182.1319274851221,Student
389.63,27,9748.48,3.9968282234768906,1,2,4401.599282122351,93.0263922424374,Engineer
217.61,19,1404.53,15.49343908638477,3,0,-3943.024457167153,-43.11164132175307,Student
199.84,21,706.44,28.288318894739824,3,0,-4641.206739569108,-57.52466265269106,Student
56.35,44,5095.73,1.105827820547792,0,1,-252.5023133800396,-220.38854812556013,Doctor
248.95,65,3059.79,8.136179280277405,2,0,-2287.573876362248,-18.98581699496347,Retired
142.58,33,7844.23,1.8176417570621977,1,1,2496.319536483722,-145.87440698277214,Engineer
1020.73,28,1119.61,91.16835326586937,3,0,-4224.623520494199,763.1106214525912,Student
84.34,58,5313.97,1.5871373003611238,2,1,-34.12733612323245,-193.30789639857483,Retired
1607.55,31,6227.99,25.811698477357865,1,1,886.3664065137646,1326.018652672834,Engineer
333.78,60,6810.94,4.900645138556499,2,1,1463.8958573431537,49.75650806271625,Retired
332.59,55,1457.07,22.825945218829567,2,0,-3889.957162085637,71.85350488636868,Retired
236.81,22,813.68,29.103578802477635,3,0,-4533.808983433444,-21.001824554595544,Student
417.8,27,1518.82,27.508197153053032,3,0,-3827.8870279948915,156.86797427712798,Student
319.27,50,10269.78,3.108829984673479,0,2,4922.621465856127,20.482778174762927,Doctor
384.1,42,672.79,57.090622631133044,1,0,-4674.094071549424,127.67341976116433,Engineer
820.62,61,6024.8,13.620701102111274,0,1,679.8491993623275,539.9799517801214,Doctor
474.77,56,2158.59,21.994450080839805,1,0,-3187.8292375417323,210.96387916497468,Engineer
542.72,43,6011.8,9.027579094447587,0,1,665.6365819786706,262.1022344121395,Doctor
79.8,73,6372.58,1.2522400660329096,2,1,1024.4703068725175,-202.33851208121564,Retired
46.24,57,2569.56,1.7995298806021267,1,0,-2778.669258570437,-219.71796571567305,Engineer
327.8,61,10585.48,3.096694717669865,0,2,5238.368781643593,27.67954922678325,Doctor
445.79,52,717.99,62.08860847644117,0,0,-4628.6257167756185,189.3034761109377,Doctor
55.89,72,3689.65,1.5147778244548942,2,0,-1658.53146081278,-214.82480493323988,Retired
158.41,28,1512.16,10.475743307586498,3,0,-3835.628849872592,-102.88047745066348,Student
101.19,64,14389.45,0.7032235422479663,0,2,9041.323011893168,-215.06871228343104,Doctor
827.14,36,9800.21,8.440023223992139,1,2,4455.218508909457,530.2627695430667,Engineer
61.97,74,7014.69,0.8834317696149082,2,1,1666.497516912369,-222.90016502956962,Retired
27.21,79,3520.61,0.7728774274912587,2,0,-1827.6823671712486,-242.78688485499157,Retired
173.74,80,4913.42,3.53602989363824,2,1,-434.26199038070627,-102.16103764022239,Retired
176.11,38,9155.35,1.9235747404523038,1,2,3807.5742647500274,-117.92451529414123,Engineer
88.4,46,2567.53,3.442997744914373,1,0,-2780.535212206859,-177.53271670835176,Engineer
567.92,53,3779.47,15.026445506909699,2,0,-1566.556948025324,296.97121830740514,Retired
138.11,68,4177.65,3.305925580170671,2,1,-1170.1918114002547,-134.66811645748476,Retired
456.93,28,7284.76,6.272409797989227,1,1,1938.1966670708189,170.8392531522229,Engineer
101.42,66,6530.59,1.5529990399029796,2,1,1182.5618201335974,-181.39943347478254,Retired
300.61,44,7895.54,3.807339333345155,0,1,2548.3210588263937,11.938674888272885,Doctor
265.94,54,6781.3,3.9216669370179758,1,1,1433.9579573429946,-17.963266982116693,Engineer
345.54,29,2091.78,16.51894558701202,1,0,-3255.219754816806,81.88147377836088,Engineer
411.52,41,11108.39,3.704587253418362,0,2,5761.6060060723785,109.13300668717852,Doctor
111.21,35,9088.36,1.223653112332698,0,1,3740.30285238761,-182.53497020704935,Doctor
316.37,53,4671.69,6.772067495916896,1,1,-675.4156492805114,41.49628300142342,Engineer
260.63,37,7534.73,3.459048963931024,1,1,2187.334427606407,-26.50808556226309,Engineer
92.36,29,6353.14,1.4537693172195165,1,1,1005.0268887518296,-189.74812437872066,Engineer
262.06,63,13587.52,1.928681613716116,0,2,8240.093057219954,-50.82629958726835,Doctor
64.5,74,1351.24,4.773393327610195,2,0,-3996.8795741536305,-196.17811812303165,Retired
253.55,28,2797.26,9.064227136555058,1,0,-2550.130983263299,-13.288504036210185,Engineer
408.28,21,1222.77,33.38976258822182,3,0,-4123.994646742865,148.77780788464122,Student
175.94,57,3728.04,4.719369963841589,2,0,-1619.650415758319,-94.91485930397502,Retired
199.47,57,6067.44,3.2875479609192673,0,1,719.8255047366001,-81.3837476200255,Doctor
51.07,63,4292.16,1.1898438082457319,2,1,-1056.060821024338,-222.22457593264474,Retired
435.86,56,3801.82,11.464509103534622,2,0,-1544.7655185566214,164.77350238067174,Retired
74.73,64,6353.22,1.1762539310774693,2,1,1005.0770498959628,-207.3369349752383,Retired
182.79,23,1251.85,14.601589647321964,3,0,-4095.8456672624525,-77.2885480985494,Student
628.36,44,11869.71,5.29381088501741,0,2,6523.852610838066,322.68977143199584,Doctor
268.39,29,9409.43,2.8523513113971832,0,2,4062.035670670056,-26.749354789780995,Doctor
362.27,80,6003.59,6.034222856657433,2,1,656.7025718756286,81.72362820378163,Retired
560.15,50,817.83,68.49222943643544,1,0,-4528.309874863261,303.3749660583795,Engineer
351.99,80,3663.64,9.607657957659596,2,0,-1683.2702944114476,81.50225182235107,Retired
132.36,28,319.65,41.40778977006101,3,0,-5028.301463487936,-122.9333228505327,Student
24.77,40,478.23,5.179516132404909,1,0,-4870.095332086573,-232.20737055614683,Engineer
668.67,44,13446.81,4.9727035631499215,0,2,8101.107643130056,356.2672038720441,Doctor
80.24,53,8012.81,1.001396513832226,0,1,2664.6566097646155,-208.90349198288106,Doctor
8.65,68,4201.22,0.20589257406182013,2,1,-1147.1740795714259,-264.2620963170202,Retired
178.91,18,8870.89,2.016821311052217,3,1,3523.103096850681,-113.93747198579507,Student
115.22,27,906.2,12.71463253145001,1,0,-4441.773291063957,-143.40989002632,Engineer
161.63,46,9286.37,1.7405078625986257,0,2,3938.5412283516043,-132.95094753282046,Doctor
542.75,70,2224.08,24.403348800402863,2,0,-3122.0337078427883,278.723058533486,Retired
317.47,67,14639.28,2.1686175822854676,0,2,9292.083798402444,0.09922730219042819,Doctor
280.99,45,9733.59,2.886807436927177,1,2,4386.266694809897,-15.512992225944373,Engineer
24.19,29,2756.2,0.8776576445831219,1,0,-2592.161420395713,-242.61232672579925,Engineer
586.85,36,6655.15,8.817983065746077,0,1,1309.1602627977072,303.46271178671736,Doctor
372.41,55,3233.87,11.515923645662937,2,0,-2112.983622888622,103.76687640664454,Retired
63.17,20,1676.57,3.7678116630978726,3,0,-3671.6281302493717,-198.984911173848,Student
383.69,54,8371.11,4.583502068423423,1,1,3024.25484306174,92.9945378131373,Engineer
247.17,65,2611.64,9.464168108927723,2,0,-2735.72879372683,-18.82041217638212,Retired
48.78,18,552.06,8.835996087381808,3,0,-4796.199546605091,-208.44001156386403,Student
4.15,60,6017.36,0.06896712179427524,2,1,668.9138181364196,-276.4949740251117,Retired
60.99,34,7281.46,0.8376067437024992,1,1,1933.207898427966,-225.06307088517676,Engineer
408.19,26,6847.47,5.961179822620617,1,1,1500.6998556799444,123.9686115681605,Engineer
524.6,58,13017.7,4.029897754595666,0,2,7671.401753710951,214.0749064731707,Doctor
108.96,26,7597.66,1.4341257703029617,3,1,2249.598807075793,-178.4507188519648,Student
70.03,63,7330.31,0.9553484095488458,2,1,1982.1338228370169,-216.19664130198166,Retired
124.84,52,6711.78,1.8600132900661228,2,1,1363.8316325188216,-158.76788889710218,Retired
324.04,54,2248.06,14.414206026529541,2,0,-3098.9974778933242,59.69428351566154,Retired
39.69,70,3524.68,1.1260596706651385,2,0,-1823.571105586498,-230.3300776386569,Retired
157.7,58,8332.58,1.8925710884263935,1,1,2984.7612909584504,-132.80530117768689,Engineer
81.27,22,1814.48,4.478969181253031,3,0,-3533.6406312499557,-181.45590058827753,Student
193.82,37,3886.77,4.9866598743944195,1,0,-1460.8718036808727,-77.7337186643341,Engineer
16.73,79,7591.13,0.2203887958709705,2,1,2242.743149613011,-270.5842761740942,Retired
474.05,57,1484.31,31.93739852187212,2,0,-3862.1237705835647,213.40641341111416,Retired
39.21,66,9385.57,0.41776897940135765,0,2,4037.2408462955655,-255.75311784041367,Doctor
637.75,79,4202.92,15.17397428454503,2,1,-1142.7772132939044,365.00508419932135,Retired
153.59,66,4813.12,3.191069410278572,2,1,-534.6652814082436,-121.90252684884703,Retired
186.6,18,9716.68,1.9204090285982454,3,2,4368.915994891365,-109.84962886324848,Student
644.08,24,1980.62,32.51911017762115,3,0,-3365.1310355653077,381.228023418641,Student
226.66,41,10216.25,2.218622292915698,0,2,4868.682695272882,-71.89526258007007,Doctor
305.0,22,944.83,32.280939428256936,3,0,-4402.373113977373,46.69409804253428,Student
233.1,42,7469.2,3.1208161516628286,0,1,2121.6939265909614,-53.751221586064986,Doctor
793.13,68,13389.16,5.923672582895416,0,2,8044.02470553769,480.97337910887563,Doctor
224.19,52,8475.47,2.6451630411056852,0,1,3127.9271147279987,-66.93749777700384,Doctor
214.83,23,991.69,21.663019693654267,3,0,-4355.879063876478,-43.947823243536675,Student
163.46,63,6953.8,2.3506571946273978,2,1,1606.0286130017785,-121.16646442811071,Retired
194.99,34,1370.03,14.232535053976921,1,0,-3977.5989339226007,-65.59429079866672,Engineer
23.4,46,14851.28,0.15756217645886414,0,2,9502.789280960427,-294.8249884640522,Doctor
227.5,34,11505.35,1.9773409761545715,0,2,6157.761688495489,-76.5517263407396,Doctor
259.9,26,914.28,28.42674016712604,3,0,-4433.103959378524,1.6348801477520283,Student
59.51,36,9955.88,0.5977372165996376,0,2,4607.591694536485,-237.91738887989982,Doctor
50.63,64,4732.81,1.0697661642871783,2,1,-615.416617066855,-224.54015264766434,Retired
112.94,73,3807.84,2.9659859657968823,2,0,-1540.0985516332958,-158.25869098835864,Retired
11.81,21,320.25,3.6877439500390325,3,0,-5028.151415247734,-244.55671549550593,Student
329.14,55,12033.92,2.7351021113652076,0,2,6686.789519900301,22.843064501565664,Doctor
154.24,61,6109.55,2.5245721861675574,2,1,761.7463137807881,-126.79026516433237,Retired
233.44,20,1691.88,13.797668865404164,3,0,-3655.604853349635,-28.55939235529314,Student
141.8,18,1697.67,8.352624479433576,3,0,-3650.2014358230576,-120.34651989592822,Student
209.03,55,8359.5,2.5005084036126566,1,1,3011.8971895551194,-81.59833185125666,Engineer
1137.63,26,1629.12,69.8309516794343,3,0,-3714.5733005161355,877.1581370872549,Student
261.14,42,6100.08,4.280927463246384,1,1,752.7092226458581,-19.86862820003921,Engineer
101.81,45,13872.03,0.7339228649303671,0,2,8523.887154423566,-212.2709821766396,Doctor
98.71,32,10095.23,0.9777885199247565,0,2,4747.103040771116,-199.32092035287855,Doctor
87.38,21,1504.99,5.8060186446421564,3,0,-3843.1045365064247,-173.9947624579632,Student
83.39,32,13182.11,0.6325997886529546,0,2,7833.879429342008,-227.7680827100626,Doctor
267.55,46,4330.04,6.178926753563477,1,1,-1017.2799452441877,-5.875252546471103,Engineer
870.05,29,905.25,96.11157138911902,0,0,-4439.639397169921,613.5568802158472,Doctor
154.32,38,6972.5,2.2132664037289347,1,1,1624.6566991138816,-130.4158390163127,Engineer
164.51,78,3553.69,4.62927267150483,2,0,-1794.0198780880637,-105.57607015092026,Retired
758.12,69,6164.65,12.297859570291907,2,1,819.4407087261252,476.8838376810171,Retired
103.76,28,9626.14,1.0778983060707616,1,2,4278.034996669662,-192.28064295394125,Engineer
583.92,55,6364.14,9.175159565942922,1,1,1018.16516225951,301.80454946756765,Engineer
204.06,77,4351.83,4.689061842948829,2,1,-995.7205830704288,-69.43648553864892,Retired
53.51,56,5773.5,0.9268208192604139,2,1,425.26273845832475,-226.09970427803827,Retired
1108.46,30,9257.04,11.97423798536033,1,2,3913.2535711858263,813.8634825099108,Engineer
52.95,68,6335.58,0.8357561580786605,2,1,987.3492625575655,-229.03748274481072,Retired
120.17,49,5403.79,2.2238095854946254,0,1,55.83338704595553,-157.8677787744255,Doctor
220.8,31,8135.31,2.7140944844142387,1,1,2787.7288688327135,-68.90281795223041,Engineer
119.01,45,9798.26,1.2146034091767315,0,2,4450.240818952082,-177.74490887825152,Doctor
858.88,60,7015.46,12.242675462478584,1,1,1670.6633719267538,573.9690904763196,Engineer
11.46,41,2356.71,0.48627111524116245,1,0,-2991.6848527771836,-253.63544832981785,Engineer
61.37,75,4294.44,1.4290571063980402,2,1,-1053.7212050429735,-211.9174645114369,Retired
103.08,49,9251.38,1.1142121499711395,1,2,3903.304127314911,-191.34088809041842,Engineer
1.21,55,7542.74,0.016041915802480267,2,1,2194.255799834499,-285.92631954040303,Retired
425.18,26,9880.71,4.303132062372036,1,2,4533.979053615315,128.00616772057617,Engineer
60.96,52,6189.24,0.9849351455105959,2,1,841.0243671071348,-220.42361032641975,Retired
64.21,51,12540.18,0.5120341175326031,0,2,7191.899772002748,-244.1912070072585,Doctor
523.02,53,4586.11,11.404436439596957,2,1,-760.1130289270986,248.55470806939422,Retired
50.26,65,1519.38,3.3079282338848737,2,0,-3828.811793470906,-211.1807132464724,Retired
110.08,19,1447.26,7.6060970385417965,3,0,-3900.742295219569,-151.00860112703032,Student
54.47,23,1131.42,4.814304148768803,3,0,-4216.807178930948,-205.328760937252,Student
79.76,68,10278.75,0.7759698406907456,0,2,4930.58657879248,-219.005624648046,Doctor
16.79,30,535.15,3.137438101466879,0,0,-4813.219071372849,-240.4982107926094,Doctor
68.62,29,13891.47,0.49397220020631377,0,2,8543.163285688606,-245.5549843644666,Doctor
157.16,20,1545.77,10.167101185816778,3,0,-3802.034485280087,-104.29150374603927,Student
643.38,18,1046.74,61.46512027819707,3,0,-4299.071175874881,385.34831024170535,Student
328.34,42,2840.45,11.559436004858386,1,0,-2506.605786396293,61.37495893231045,Engineer
72.68,69,6216.77,1.1690958488089476,2,1,868.6264587940477,-208.800140231337,Retired
354.76,51,10141.92,3.497956994336378,0,2,4794.916645729542,56.51318891869556,Doctor
793.88,22,1404.06,56.541743230346285,3,0,-3941.0907600949204,534.1208152724663,Student
29.22,27,7795.79,0.3748176900609175,1,1,2447.386276776697,-259.02756626226665,Engineer
653.97,37,3886.65,16.826058430782293,1,0,-1459.0315942373581,382.56112371095287,Engineer
366.43,21,1560.45,23.48232881540581,3,0,-3786.478549656109,105.21766361639936,Student
120.86,33,13566.58,0.8908656418935355,0,2,8218.50707822981,-191.9405926374017,Doctor
233.74,72,4749.54,4.921318696126361,2,1,-597.8945060311489,-41.45973460681236,Retired
471.84,18,1044.33,45.18112091005717,3,0,-4302.186947267494,213.4134003484063,Student
213.4,73,2012.24,10.605096807537869,2,0,-3335.258973929025,-49.98362107165923,Retired
254.21,48,2487.2,10.220730138308138,1,0,-2860.1605371354776,-11.252458506313332,Engineer
577.73,37,14977.99,3.857193121373429,0,2,9631.86953474562,258.81677398146246,Doctor
170.26,27,1969.48,8.644921502122386,3,0,-3378.2608566751383,-93.03545680805763,Student
337.73,78,7001.2,4.823887333599955,2,1,1654.1942707318867,52.915086989143276,Retired
330.61,64,2525.25,13.092169092169092,2,0,-2821.7666968370636,65.05569044900949,Retired
